# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	1948-10-08							7.60	A	14900	A	7.07	A		
USGS	02323500	1948-10-09							7.70	A	15100	A	7.17	A		
USGS	02323500	1948-10-10							7.90	A	15500	A	7.37	A		
USGS	02323500	1948-10-11							8.00	A	15700	A	7.47	A		
USGS	02323500	1948-10-12							8.05	A	15700	A	7.52	A		
USGS	02323500	1948-10-13							8.10	A	15900	A	7.57	A		
USGS	02323500	1948-10-14							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-10-15							7.85	A	15300	A	7.32	A		
USGS	02323500	1948-10-16							7.75	A	15300	A	7.22	A		
USGS	02323500	1948-10-17							7.70	A	15100	A	7.17	A		
USGS	02323500	1948-10-18							7.60	A	14900	A	7.07	A		
USGS	02323500	1948-10-19							7.50	A	14700	A	6.97	A		
USGS	02323500	1948-10-20							7.40	A	14400	A	6.87	A		
USGS	02323500	1948-10-21							7.35	A	14400	A	6.82	A		
USGS	02323500	1948-10-22							7.15	A	14000	A	6.62	A		
USGS	02323500	1948-10-23							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-10-24							6.90	A	13400	A	6.37	A		
USGS	02323500	1948-10-25							6.80	A	13200	A	6.27	A		
USGS	02323500	1948-10-26							6.70	A	13000	A	6.17	A		
USGS	02323500	1948-10-27							6.60	A	12800	A	6.07	A		
USGS	02323500	1948-10-28							6.55	A	12800	A	6.02	A		
USGS	02323500	1948-10-29							6.50	A	12600	A	5.97	A		
USGS	02323500	1948-10-30							6.45	A	12400	A	5.92	A		
USGS	02323500	1948-10-31							6.40	A	12400	A	5.87	A		
USGS	02323500	1948-11-01							6.35	A	12400	A	5.82	A		
USGS	02323500	1948-11-02							6.30	A	12200	A	5.77	A		
USGS	02323500	1948-11-03							6.25	A	12000	A	5.72	A		
USGS	02323500	1948-11-04							6.20	A	12000	A	5.67	A		
USGS	02323500	1948-11-05							6.10	A	11800	A	5.57	A		
USGS	02323500	1948-11-06							6.00	A	11600	A	5.47	A		
USGS	02323500	1948-11-07									11400	A				
USGS	02323500	1948-11-08									11400	A				
USGS	02323500	1948-11-09									11400	A				
USGS	02323500	1948-11-10									11400	A				
USGS	02323500	1948-11-11									10700	A				
USGS	02323500	1948-11-12									10700	A				
USGS	02323500	1948-11-13									10700	A				
USGS	02323500	1948-11-14									10700	A				
USGS	02323500	1948-11-15									10700	A				
USGS	02323500	1948-11-16									10200	A				
USGS	02323500	1948-11-17									10200	A				
USGS	02323500	1948-11-18									10200	A				
USGS	02323500	1948-11-19									10200	A				
USGS	02323500	1948-11-20									10200	A				
USGS	02323500	1948-11-21									9900	A				
USGS	02323500	1948-11-22									9900	A				
USGS	02323500	1948-11-23									9900	A				
USGS	02323500	1948-11-24									9900	A				
USGS	02323500	1948-11-25									9900	A				
USGS	02323500	1948-11-26									9900	A				
USGS	02323500	1948-11-27									9900	A				
USGS	02323500	1948-11-28									9900	A				
USGS	02323500	1948-11-29									9900	A				
USGS	02323500	1948-11-30									9900	A				
USGS	02323500	1948-12-01									10000	A				
USGS	02323500	1948-12-02									10000	A				
USGS	02323500	1948-12-03									10000	A				
USGS	02323500	1948-12-04									10000	A				
USGS	02323500	1948-12-05									10000	A				
USGS	02323500	1948-12-06									10300	A				
USGS	02323500	1948-12-07									10300	A				
USGS	02323500	1948-12-08									10300	A				
USGS	02323500	1948-12-09									10300	A				
USGS	02323500	1948-12-10									10300	A				
USGS	02323500	1948-12-11									10300	A				
USGS	02323500	1948-12-12							6.05	A	11600	A	5.52	A		
USGS	02323500	1948-12-13							6.35	A	12400	A	5.82	A		
USGS	02323500	1948-12-14							6.80	A	13200	A	6.27	A		
USGS	02323500	1948-12-15							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-12-16							7.20	A	14000	A	6.67	A		
USGS	02323500	1948-12-17							7.35	A	14400	A	6.82	A		
USGS	02323500	1948-12-18							7.45	A	14400	A	6.92	A		
USGS	02323500	1948-12-19							7.60	A	14900	A	7.07	A		
USGS	02323500	1948-12-20							7.70	A	15100	A	7.17	A		
USGS	02323500	1948-12-21							7.85	A	15300	A	7.32	A		
USGS	02323500	1948-12-22							7.90	A	15500	A	7.37	A		
USGS	02323500	1948-12-23							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-12-24							8.05	A	15700	A	7.52	A		
USGS	02323500	1948-12-25							8.15	A	16100	A	7.62	A		
USGS	02323500	1948-12-26							8.25	A	16100	A	7.72	A		
USGS	02323500	1948-12-27							8.30	A	16300	A	7.77	A		
USGS	02323500	1948-12-28							8.35	A	16600	A	7.82	A		
USGS	02323500	1948-12-29							8.40	A	16600	A	7.87	A		
USGS	02323500	1948-12-30							8.45	A	16600	A	7.92	A		
USGS	02323500	1948-12-31							8.50	A	16800	A	7.97	A		
USGS	02323500	1949-01-01							8.55	A	17000	A	8.02	A		
USGS	02323500	1949-01-02							8.65	A	17000	A	8.12	A		
USGS	02323500	1949-01-03							8.70	A	17200	A	8.17	A		
USGS	02323500	1949-01-04							8.80	A	17400	A	8.27	A		
USGS	02323500	1949-01-05							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-06							8.95	A	17900	A	8.42	A		
USGS	02323500	1949-01-07							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-01-08							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-01-09							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-10							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-11							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-12							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-13							8.90	A	17700	A	8.37	A		
USGS	02323500	1949-01-14							8.80	A	17400	A	8.27	A		
USGS	02323500	1949-01-15							8.70	A	17200	A	8.17	A		
USGS	02323500	1949-01-16							8.55	A	17000	A	8.02	A		
USGS	02323500	1949-01-17							8.35	A	16600	A	7.82	A		
USGS	02323500	1949-01-18							8.20	A	16100	A	7.67	A		
USGS	02323500	1949-01-19							8.10	A	15900	A	7.57	A		
USGS	02323500	1949-01-20							7.85	A	15300	A	7.32	A		
USGS	02323500	1949-01-21							7.60	A	14900	A	7.07	A		
USGS	02323500	1949-01-22							7.45	A	14400	A	6.92	A		
USGS	02323500	1949-01-23							7.35	A	14400	A	6.82	A		
USGS	02323500	1949-01-24							7.30	A	14200	A	6.77	A		
USGS	02323500	1949-01-25							7.20	A	14000	A	6.67	A		
USGS	02323500	1949-01-26							7.10	A	13800	A	6.57	A		
USGS	02323500	1949-01-27							7.00	A	13600	A	6.47	A		
USGS	02323500	1949-01-28							6.85	A	13200	A	6.32	A		
USGS	02323500	1949-01-29							6.75	A	13200	A	6.22	A		
USGS	02323500	1949-01-30							6.60	A	12800	A	6.07	A		
USGS	02323500	1949-01-31							6.50	A	12600	A	5.97	A		
USGS	02323500	1949-02-01							6.50	A	12600	A	5.97	A		
USGS	02323500	1949-02-02							6.45	A	12400	A	5.92	A		
USGS	02323500	1949-02-03							6.40	A	12400	A	5.87	A		
USGS	02323500	1949-02-04							6.30	A	12200	A	5.77	A		
USGS	02323500	1949-02-05							6.30	A	12200	A	5.77	A		
USGS	02323500	1949-02-06							6.45	A	12400	A	5.92	A		
USGS	02323500	1949-02-07							6.70	A	13000	A	6.17	A		
USGS	02323500	1949-02-08							7.00	A	13600	A	6.47	A		
USGS	02323500	1949-02-09							7.35	A	14400	A	6.82	A		
USGS	02323500	1949-02-10							7.80	A	15300	A	7.27	A		
USGS	02323500	1949-02-11							8.10	A	15900	A	7.57	A		
USGS	02323500	1949-02-12							8.20	A	16100	A	7.67	A		
USGS	02323500	1949-02-13							8.45	A	16600	A	7.92	A		
USGS	02323500	1949-02-14							8.50	A	16800	A	7.97	A		
USGS	02323500	1949-02-15							8.70	A	17200	A	8.17	A		
USGS	02323500	1949-02-16							8.85	A	17400	A	8.32	A		
USGS	02323500	1949-02-17							9.05	A	17900	A	8.52	A		
USGS	02323500	1949-02-18							9.20	A	18300	A	8.67	A		
USGS	02323500	1949-02-19							9.20	A	18300	A	8.67	A		
USGS	02323500	1949-02-20							9.35	A	18800	A	8.82	A		
USGS	02323500	1949-02-21							9.30	A	18600	A	8.77	A		
USGS	02323500	1949-02-22							9.30	A	18600	A	8.77	A		
USGS	02323500	1949-02-23							9.25	A	18300	A	8.72	A		
USGS	02323500	1949-02-24							9.15	A	18300	A	8.62	A		
USGS	02323500	1949-02-25							9.05	A	17900	A	8.52	A		
USGS	02323500	1949-02-26							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-02-27							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-02-28							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-03-01							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-03-02							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-03-03							8.95	A	17900	A	8.42	A		
USGS	02323500	1949-03-04							8.85	A	17400	A	8.32	A		
USGS	02323500	1949-03-05							8.70	A	17200	A	8.17	A		
USGS	02323500	1949-03-06							8.55	A	17000	A	8.02	A		
USGS	02323500	1949-03-07							8.40	A	16600	A	7.87	A		
USGS	02323500	1949-03-08							8.30	A	16300	A	7.77	A		
USGS	02323500	1949-03-09							8.15	A	16100	A	7.62	A		
USGS	02323500	1949-03-10							7.95	A	15700	A	7.42	A		
USGS	02323500	1949-03-11							7.85	A	15300	A	7.32	A		
USGS	02323500	1949-03-12							7.75	A	15300	A	7.22	A		
USGS	02323500	1949-03-13							7.60	A	14900	A	7.07	A		
USGS	02323500	1949-03-14							7.45	A	14400	A	6.92	A		
USGS	02323500	1949-03-15							7.35	A	14400	A	6.82	A		
USGS	02323500	1949-03-16							7.25	A	14000	A	6.72	A		
USGS	02323500	1949-03-17							7.20	A	14000	A	6.67	A		
USGS	02323500	1949-03-18							7.10	A	13800	A	6.57	A		
USGS	02323500	1949-03-19							7.00	A	13600	A	6.47	A		
USGS	02323500	1949-03-20							6.95	A	13600	A	6.42	A		
USGS	02323500	1949-03-21							6.90	A	13400	A	6.37	A		
USGS	02323500	1949-03-22							6.85	A	13200	A	6.32	A		
USGS	02323500	1949-03-23							6.85	A	13200	A	6.32	A		
USGS	02323500	1949-03-24							6.80	A	13200	A	6.27	A		
USGS	02323500	1949-03-25							6.75	A	13200	A	6.22	A		
USGS	02323500	1949-03-26							6.70	A	13000	A	6.17	A		
USGS	02323500	1949-03-27							6.65	A	12800	A	6.12	A		
USGS	02323500	1949-03-28							6.60	A	12800	A	6.07	A		
USGS	02323500	1949-03-29							6.55	A	12800	A	6.02	A		
USGS	02323500	1949-03-30							6.50	A	12600	A	5.97	A		
USGS	02323500	1949-03-31							6.45	A	12400	A	5.92	A		
USGS	02323500	1949-04-01							6.40	A	12400	A	5.87	A		
USGS	02323500	1949-04-02							6.35	A	12400	A	5.82	A		
USGS	02323500	1949-04-03							6.25	A	12000	A	5.72	A		
USGS	02323500	1949-04-04							6.15	A	12000	A	5.62	A		
USGS	02323500	1949-04-05							6.05	A	11600	A	5.52	A		
USGS	02323500	1949-04-06							6.00	A	11600	A	5.47	A		
USGS	02323500	1949-04-07									12000	A				
USGS	02323500	1949-04-08									12800	A				
USGS	02323500	1949-04-09									13500	A				
USGS	02323500	1949-04-10									14000	A				
USGS	02323500	1949-04-11									14300	A				
USGS	02323500	1949-04-12									14700	A				
USGS	02323500	1949-04-13							7.70	A	15100	A	7.17	A		
USGS	02323500	1949-04-14							7.70	A	15100	A	7.17	A		
USGS	02323500	1949-04-15									15600	A				
USGS	02323500	1949-04-16									15900	A				
USGS	02323500	1949-04-17									16000	A				
USGS	02323500	1949-04-18									16000	A				
USGS	02323500	1949-04-19									16000	A				
USGS	02323500	1949-04-20									16000	A				
USGS	02323500	1949-04-21									16100	A				
USGS	02323500	1949-04-22									16100	A				
USGS	02323500	1949-04-23									16100	A				
USGS	02323500	1949-04-24									16100	A				
USGS	02323500	1949-04-25									16100	A				
USGS	02323500	1949-04-26									16000	A				
USGS	02323500	1949-04-27									15900	A				
USGS	02323500	1949-04-28									15600	A				
USGS	02323500	1949-04-29									15300	A				
USGS	02323500	1949-04-30									15000	A				
USGS	02323500	1949-05-01									14700	A				
USGS	02323500	1949-05-02							7.40	A	14400	A	6.87	A		
USGS	02323500	1949-05-03							7.30	A	14200	A	6.77	A		
USGS	02323500	1949-05-04							7.15	A	14000	A	6.62	A		
USGS	02323500	1949-05-05							7.00	A	13600	A	6.47	A		
USGS	02323500	1949-05-06							6.85	A	13200	A	6.32	A		
USGS	02323500	1949-05-07							6.70	A	13000	A	6.17	A		
USGS	02323500	1949-05-08							6.55	A	12800	A	6.02	A		
USGS	02323500	1949-05-09							6.40	A	12400	A	5.87	A		
USGS	02323500	1949-05-10							6.25	A	12000	A	5.72	A		
USGS	02323500	1949-05-11							6.05	A	11600	A	5.52	A		
USGS	02323500	1949-05-12									11100	A				
USGS	02323500	1949-05-13									11100	A				
USGS	02323500	1949-05-14									11100	A				
USGS	02323500	1949-05-15									11100	A				
USGS	02323500	1949-05-16									10300	A				
USGS	02323500	1949-05-17									10300	A				
USGS	02323500	1949-05-18									10300	A				
USGS	02323500	1949-05-19									10300	A				
USGS	02323500	1949-05-20									10300	A				
USGS	02323500	1949-05-21									9700	A				
USGS	02323500	1949-05-22									9700	A				
USGS	02323500	1949-05-23									9700	A				
USGS	02323500	1949-05-24									9700	A				
USGS	02323500	1949-05-25									9700	A				
USGS	02323500	1949-05-26									9000	A				
USGS	02323500	1949-05-27									9000	A				
USGS	02323500	1949-05-28									9000	A				
USGS	02323500	1949-05-29									9000	A				
USGS	02323500	1949-05-30									9000	A				
USGS	02323500	1949-05-31									9000	A				
USGS	02323500	1949-06-01									8300	A				
USGS	02323500	1949-06-02									8300	A				
USGS	02323500	1949-06-03									8300	A				
USGS	02323500	1949-06-04									8300	A				
USGS	02323500	1949-06-05									8300	A				
USGS	02323500	1949-06-06									8000	A				
USGS	02323500	1949-06-07									8000	A				
USGS	02323500	1949-06-08									8000	A				
USGS	02323500	1949-06-09									8000	A				
USGS	02323500	1949-06-10									8000	A				
USGS	02323500	1949-06-11									7900	A				
USGS	02323500	1949-06-12									7900	A				
USGS	02323500	1949-06-13									7900	A				
USGS	02323500	1949-06-14									7900	A				
USGS	02323500	1949-06-15									7900	A				
USGS	02323500	1949-06-16									7900	A				
USGS	02323500	1949-06-17									7900	A				
USGS	02323500	1949-06-18									7900	A				
USGS	02323500	1949-06-19									7900	A				
USGS	02323500	1949-06-20									7900	A				
USGS	02323500	1949-06-21									8000	A				
USGS	02323500	1949-06-22									8000	A				
USGS	02323500	1949-06-23									8000	A				
USGS	02323500	1949-06-24									8000	A				
USGS	02323500	1949-06-25									8000	A				
USGS	02323500	1949-06-26									7900	A				
USGS	02323500	1949-06-27									7900	A				
USGS	02323500	1949-06-28									7900	A				
USGS	02323500	1949-06-29									7900	A				
USGS	02323500	1949-06-30									7900	A				
USGS	02323500	1949-07-01									8000	A				
USGS	02323500	1949-07-02									8000	A				
USGS	02323500	1949-07-03									8000	A				
USGS	02323500	1949-07-04									8000	A				
USGS	02323500	1949-07-05									8000	A				
USGS	02323500	1949-07-06									8900	A				
USGS	02323500	1949-07-07									8900	A				
USGS	02323500	1949-07-08									8900	A				
USGS	02323500	1949-07-09									8900	A				
USGS	02323500	1949-07-10									8900	A				
USGS	02323500	1949-07-11									10000	A				
USGS	02323500	1949-07-12									10000	A				
USGS	02323500	1949-07-13									10000	A				
USGS	02323500	1949-07-14									10000	A				
USGS	02323500	1949-07-15									10000	A				
USGS	02323500	1949-07-16									10000	A				
USGS	02323500	1949-07-17									10000	A				
USGS	02323500	1949-07-18									10000	A				
USGS	02323500	1949-07-19									10000	A				
USGS	02323500	1949-07-20									10000	A				
USGS	02323500	1949-07-21									9900	A				
USGS	02323500	1949-07-22									9900	A				
USGS	02323500	1949-07-23									9900	A				
USGS	02323500	1949-07-24									9900	A				
USGS	02323500	1949-07-25									9900	A				
USGS	02323500	1949-07-26									10100	A				
USGS	02323500	1949-07-27									10100	A				
USGS	02323500	1949-07-28									10100	A				
USGS	02323500	1949-07-29									10100	A				
USGS	02323500	1949-07-30									10100	A				
USGS	02323500	1949-07-31									10100	A				
USGS	02323500	1949-08-01									10000	A				
USGS	02323500	1949-08-02									10000	A				
USGS	02323500	1949-08-03									10000	A				
USGS	02323500	1949-08-04									10000	A				
USGS	02323500	1949-08-05									10000	A				
USGS	02323500	1949-08-06									10100	A				
USGS	02323500	1949-08-07									10100	A				
USGS	02323500	1949-08-08									10100	A				
USGS	02323500	1949-08-09									10100	A				
USGS	02323500	1949-08-10									10100	A				
USGS	02323500	1949-08-11									10200	A				
USGS	02323500	1949-08-12									10200	A				
USGS	02323500	1949-08-13									10200	A				
USGS	02323500	1949-08-14									10200	A				
USGS	02323500	1949-08-15									10200	A				
USGS	02323500	1949-08-16									10000	A				
USGS	02323500	1949-08-17									10000	A				
USGS	02323500	1949-08-18									10000	A				
USGS	02323500	1949-08-19									10000	A				
USGS	02323500	1949-08-20									10000	A				
USGS	02323500	1949-08-21									10200	A				
USGS	02323500	1949-08-22									10200	A				
USGS	02323500	1949-08-23									10200	A				
USGS	02323500	1949-08-24									10200	A				
USGS	02323500	1949-08-25									10200	A				
USGS	02323500	1949-08-26									10800	A				
USGS	02323500	1949-08-27									10800	A				
USGS	02323500	1949-08-28									10800	A				
USGS	02323500	1949-08-29							5.95	A	11600	A	5.42	A		
USGS	02323500	1949-08-30							6.30	A	12200	A	5.77	A		
USGS	02323500	1949-08-31							6.75	A	13200	A	6.22	A		
USGS	02323500	1949-09-01							7.15	A	14000	A	6.62	A		
USGS	02323500	1949-09-02							7.50	A	14700	A	6.97	A		
USGS	02323500	1949-09-03							7.75	A	15300	A	7.22	A		
USGS	02323500	1949-09-04							7.90	A	15500	A	7.37	A		
USGS	02323500	1949-09-05							8.20	A	16100	A	7.67	A		
USGS	02323500	1949-09-06							8.55	A	17000	A	8.02	A		
USGS	02323500	1949-09-07							8.80	A	17400	A	8.27	A		
USGS	02323500	1949-09-08							9.20	A	18300	A	8.67	A		
USGS	02323500	1949-09-09							9.50	A	19100	A	8.97	A		
USGS	02323500	1949-09-10							9.70	A	19600	A	9.17	A		
USGS	02323500	1949-09-11							9.80	A	19800	A	9.27	A		
USGS	02323500	1949-09-12							9.85	A	19800	A	9.32	A		
USGS	02323500	1949-09-13							9.90	A	20100	A	9.37	A		
USGS	02323500	1949-09-14							9.90	A	20100	A	9.37	A		
USGS	02323500	1949-09-15							9.90	A	20100	A	9.37	A		
USGS	02323500	1949-09-16							9.80	A	19800	A	9.27	A		
USGS	02323500	1949-09-17							9.60	A	19300	A	9.07	A		
USGS	02323500	1949-09-18							9.45	A	18800	A	8.92	A		
USGS	02323500	1949-09-19							9.45	A	18800	A	8.92	A		
USGS	02323500	1949-09-20							9.40	A	18800	A	8.87	A		
USGS	02323500	1949-09-21							9.35	A	18800	A	8.82	A		
USGS	02323500	1949-09-22							9.30	A	18600	A	8.77	A		
USGS	02323500	1949-09-23							9.20	A	18300	A	8.67	A		
USGS	02323500	1949-09-24							9.15	A	18300	A	8.62	A		
USGS	02323500	1949-09-25							9.00	A	17900	A	8.47	A		
USGS	02323500	1949-09-26							8.80	A	17400	A	8.27	A		
USGS	02323500	1949-09-27							8.60	A	17000	A	8.07	A		
USGS	02323500	1949-09-28							8.45	A	16600	A	7.92	A		
USGS	02323500	1949-09-29							8.30	A	16300	A	7.77	A		
USGS	02323500	1949-09-30							8.10	A	15900	A	7.57	A		
USGS	02323500	1949-10-01							8.00	A	15700	A	7.47	A		
USGS	02323500	1949-10-02							7.85	A	15300	A	7.32	A		
USGS	02323500	1949-10-03							7.60	A	14900	A	7.07	A		
USGS	02323500	1949-10-04							7.45	A	14400	A	6.92	A		
USGS	02323500	1949-10-05							7.30	A	14200	A	6.77	A		
USGS	02323500	1949-10-06							7.20	A	14000	A	6.67	A		
USGS	02323500	1949-10-07							7.10	A	13800	A	6.57	A		
USGS	02323500	1949-10-08							7.00	A	13600	A	6.47	A		
USGS	02323500	1949-10-09									13300	A				
USGS	02323500	1949-10-10									13000	A				
USGS	02323500	1949-10-11									12900	A				
USGS	02323500	1949-10-12									12800	A				
USGS	02323500	1949-10-13									12600	A				
USGS	02323500	1949-10-14									12400	A				
USGS	02323500	1949-10-15									12200	A				
USGS	02323500	1949-10-16									12000	A				
USGS	02323500	1949-10-17									11900	A				
USGS	02323500	1949-10-18									11700	A				
USGS	02323500	1949-10-19							6.00	A	11600	A	5.47	A		
USGS	02323500	1949-10-20									10900	A				
USGS	02323500	1949-10-21									10900	A				
USGS	02323500	1949-10-22									10900	A				
USGS	02323500	1949-10-23									10900	A				
USGS	02323500	1949-10-24									10900	A				
USGS	02323500	1949-10-25									10900	A				
USGS	02323500	1949-10-26									10100	A				
USGS	02323500	1949-10-27									10100	A				
USGS	02323500	1949-10-28									10100	A				
USGS	02323500	1949-10-29									10100	A				
USGS	02323500	1949-10-30									10100	A				
USGS	02323500	1949-10-31									10100	A				
USGS	02323500	1949-11-01									9600	A				
USGS	02323500	1949-11-02									9600	A				
USGS	02323500	1949-11-03									9600	A				
USGS	02323500	1949-11-04									9600	A				
USGS	02323500	1949-11-05									9600	A				
USGS	02323500	1949-11-06									9200	A				
USGS	02323500	1949-11-07									9200	A				
USGS	02323500	1949-11-08									9200	A				
USGS	02323500	1949-11-09									9200	A				
USGS	02323500	1949-11-10									9200	A				
USGS	02323500	1949-11-11									8700	A				
USGS	02323500	1949-11-12									8700	A				
USGS	02323500	1949-11-13									8700	A				
USGS	02323500	1949-11-14									8700	A				
USGS	02323500	1949-11-15									8700	A				
USGS	02323500	1949-11-16									8600	A				
USGS	02323500	1949-11-17									8600	A				
USGS	02323500	1949-11-18									8600	A				
USGS	02323500	1949-11-19									8600	A				
USGS	02323500	1949-11-20									8600	A				
USGS	02323500	1949-11-21									8500	A				
USGS	02323500	1949-11-22									8500	A				
USGS	02323500	1949-11-23									8500	A				
USGS	02323500	1949-11-24									8500	A				
USGS	02323500	1949-11-25									8500	A				
USGS	02323500	1949-11-26									8300	A				
USGS	02323500	1949-11-27									8300	A				
USGS	02323500	1949-11-28									8300	A				
USGS	02323500	1949-11-29									8300	A				
USGS	02323500	1949-11-30									8300	A				
USGS	02323500	1949-12-01									8100	A				
USGS	02323500	1949-12-02									8100	A				
USGS	02323500	1949-12-03									8100	A				
USGS	02323500	1949-12-04									8100	A				
USGS	02323500	1949-12-05									8100	A				
USGS	02323500	1949-12-06									7800	A				
USGS	02323500	1949-12-07									7800	A				
USGS	02323500	1949-12-08									7800	A				
USGS	02323500	1949-12-09									7800	A				
USGS	02323500	1949-12-10									7800	A				
USGS	02323500	1949-12-11									7600	A				
USGS	02323500	1949-12-12									7600	A				
USGS	02323500	1949-12-13									7600	A				
USGS	02323500	1949-12-14									7600	A				
USGS	02323500	1949-12-15									7600	A				
USGS	02323500	1949-12-16									7400	A				
USGS	02323500	1949-12-17									7400	A				
USGS	02323500	1949-12-18									7400	A				
USGS	02323500	1949-12-19									7400	A				
